0.001; 0.289; 0.290
0.001; 0.004; 0.004
0.006; 0.010; 0.011
0.005; 0.016; 0.016
0.001; 0.004; 0.004
0.001; 0.003; 0.003
0.002; 0.006; 0.006
0.002; 0.092; 0.093
0.001; 0.161; 0.162
0.001; 0.002; 0.004
0.001; 0.149; 0.150
0.001; 0.003; 0.004
0.001; 0.002; 0.003
0.001; 0.003; 0.006
0.001; 0.215; 0.215
0.001; 0.175; 0.175
0.004; 0.079; 0.079
0.002; 0.086; 0.086
0.002; 0.074; 0.075
0.001; 0.002; 0.003
0.001; 0.051; 0.053
0.003; 0.005; 0.005
0.001; 0.001; 0.002
0.001; 0.004; 0.004
0.002; 0.005; 0.005
0.001; 0.112; 0.113
0.008; 0.010; 0.010
0.001; 0.050; 0.051
0.001; 0.090; 0.090
0.001; 0.460; 0.462
0.001; 0.189; 0.190
0.004; 0.006; 0.007
0.001; 0.002; 0.002
0.001; 0.153; 0.153
0.001; 0.085; 0.086
0.006; 0.007; 0.008
0.001; 0.002; 0.006
0.001; 0.216; 0.216
0.001; 0.002; 0.003
0.002; 0.006; 0.006
0.001; 0.045; 0.046
0.001; 0.086; 0.087
0.001; 0.003; 0.003
0.001; 0.002; 0.003
0.001; 0.151; 0.151
0.001; 0.004; 0.004
0.001; 0.002; 0.003
0.001; 0.150; 0.152
0.001; 0.003; 0.003
0.005; 0.009; 0.009
0.004; 0.048; 0.048
0.005; 0.095; 0.095
0.004; 0.007; 0.008
0.002; 0.003; 0.005
0.001; 0.123; 0.123
0.001; 0.184; 0.186
0.001; 0.004; 0.005
0.002; 0.006; 0.007
0.001; 0.052; 0.052
0.002; 0.081; 0.082
0.002; 0.074; 0.075
0.001; 0.003; 0.005
0.001; 0.002; 0.003
0.001; 0.006; 0.006
0.004; 0.010; 0.011
0.001; 0.082; 0.082
0.001; 0.482; 0.483
0.005; 0.085; 0.085
0.010; 0.142; 0.142
0.001; 0.181; 0.181
0.001; 0.091; 0.091
0.001; 0.003; 0.004
0.001; 0.004; 0.004
0.001; 0.002; 0.003
0.004; 0.024; 0.025
0.001; 0.002; 0.002
0.001; 0.077; 0.078
0.004; 0.005; 0.006
0.001; 0.002; 0.003
0.001; 0.152; 0.152
0.001; 0.002; 0.005
0.001; 0.002; 0.003
0.001; 0.055; 0.056
0.005; 0.079; 0.081
0.001; 0.082; 0.082
0.001; 0.073; 0.074
0.001; 0.083; 0.083
0.001; 0.173; 0.174
0.004; 0.076; 0.076
0.001; 0.181; 0.182
0.001; 0.085; 0.086
0.001; 0.084; 0.085
0.001; 0.079; 0.080
0.001; 0.382; 0.382
0.004; 0.005; 0.006
0.003; 0.007; 0.008
0.004; 0.630; 0.631
0.002; 0.283; 0.283
0.005; 0.011; 0.012
0.007; 0.009; 0.010
0.001; 0.031; 0.032
0.002; 0.067; 0.068
0.001; 0.003; 0.003
0.003; 0.065; 0.065
0.010; 0.011; 0.012
0.001; 0.144; 0.144
0.010; 0.011; 0.012
0.002; 0.004; 0.004
0.002; 0.041; 0.041
0.001; 0.004; 0.004
0.004; 0.007; 0.007
0.006; 0.033; 0.034
0.002; 0.192; 0.192
0.005; 0.186; 0.187
0.001; 0.282; 0.283
0.004; 0.087; 0.087
0.002; 0.081; 0.084
0.005; 0.010; 0.010
0.008; 0.155; 0.156
0.001; 0.082; 0.082
0.001; 0.087; 0.088
0.001; 0.002; 0.003
0.004; 0.151; 0.152
0.001; 0.081; 0.082
0.001; 0.006; 0.007
0.001; 0.001; 0.002
0.001; 0.239; 0.239
0.003; 0.007; 0.007
0.002; 0.004; 0.005
0.003; 0.008; 0.008
0.002; 0.005; 0.005
0.001; 0.217; 0.218
0.003; 0.263; 0.264
0.001; 0.091; 0.092
0.003; 0.076; 0.080
0.001; 0.076; 0.078
0.006; 0.173; 0.174
0.001; 0.002; 0.002
0.002; 0.076; 0.077
0.001; 0.002; 0.002
0.005; 0.007; 0.007
0.002; 0.003; 0.004
0.001; 0.025; 0.026
0.001; 0.002; 0.003
0.006; 0.007; 0.008
0.001; 0.002; 0.002
0.001; 0.002; 0.003
0.001; 0.002; 0.002
0.002; 0.153; 0.153
0.005; 0.007; 0.008
0.001; 0.150; 0.250
0.001; 0.090; 0.090
0.001; 0.084; 0.085
0.001; 0.003; 0.003
0.001; 0.002; 0.003
0.002; 0.043; 0.045
0.001; 0.185; 0.185
0.002; 0.005; 0.005
0.002; 0.053; 0.053
0.001; 0.076; 0.078
0.001; 0.080; 0.083
0.003; 0.072; 0.072
0.001; 0.006; 0.006
0.001; 0.066; 0.067
0.003; 0.004; 0.005
0.007; 0.009; 0.010
0.007; 0.013; 0.013
0.001; 0.004; 0.004
0.001; 0.002; 0.003
0.009; 0.027; 0.029
0.006; 0.073; 0.075
0.001; 0.002; 0.002
0.001; 0.002; 0.003
0.002; 0.004; 0.004
0.001; 0.215; 0.216
0.001; 0.003; 0.003
0.001; 0.002; 0.003
0.001; 0.051; 0.051
0.001; 0.003; 0.003
0.002; 0.005; 0.005
0.001; 0.039; 0.039
0.001; 0.083; 0.084
0.001; 0.004; 0.004
0.001; 0.005; 0.005
0.001; 0.144; 0.144
0.001; 0.003; 0.003
0.002; 0.009; 0.015
0.002; 0.040; 0.041
0.004; 0.005; 0.010
0.008; 0.009; 0.011
0.001; 0.030; 0.031
0.001; 0.007; 0.007
0.001; 0.048; 0.048
0.002; 0.086; 0.086
0.002; 0.072; 0.073
0.001; 0.003; 0.003
0.001; 0.002; 0.002
0.001; 0.002; 0.003
0.001; 0.002; 0.003
0.005; 0.007; 0.007
0.002; 0.003; 0.005
0.001; 0.013; 0.014
0.001; 0.002; 0.003
0.001; 0.002; 0.003
0.003; 0.197; 0.198
0.001; 0.085; 0.086
0.003; 0.087; 0.088
0.001; 0.082; 0.082
0.004; 0.087; 0.088
0.001; 0.003; 0.003
0.001; 0.172; 0.272
0.001; 0.163; 0.163
0.001; 0.076; 0.077
0.007; 0.080; 0.080
0.002; 0.004; 0.004
0.002; 0.004; 0.004
0.001; 0.025; 0.025
0.001; 0.086; 0.087
0.001; 0.176; 0.176
0.001; 0.002; 0.005
0.001; 0.008; 0.008
0.001; 0.023; 0.023
0.001; 0.002; 0.004
0.003; 0.005; 0.005
0.000; 0.241; 0.242
0.008; 0.082; 0.086
0.001; 0.003; 0.003
0.001; 0.003; 0.003
0.001; 0.034; 0.034
0.001; 0.179; 0.180
0.001; 0.177; 0.177
0.001; 0.078; 0.080
0.001; 0.080; 0.083
0.003; 0.078; 0.078
0.001; 0.002; 0.003
0.004; 0.005; 0.006
0.001; 0.155; 0.156
0.001; 0.268; 0.268
0.004; 0.006; 0.007
0.005; 0.006; 0.008
0.002; 0.335; 0.335
0.005; 0.088; 0.089
0.001; 0.003; 0.004
